team,date,elo
Tunisia,2019-11-19,1687.9
Ivory Coast,2019-11-19,1678.2
Germany,2019-11-19,1864.9
Netherlands,2019-11-19,1906.2
Japan,2019-11-19,1768.7
Austria,2019-11-19,1649.2
Scotland,2019-11-19,1555.3
Belgium,2019-11-19,2004.6
United States,2019-11-19,1737.7
Mexico,2019-11-19,1899.1
Brazil,2019-11-19,1982.7
South Korea,2019-11-19,1776.6
Croatia,2019-11-19,1830.6
Ecuador,2019-11-19,1643.1
Colombia,2019-11-19,1923.2
Saudi Arabia,2019-11-19,1611.4
Paraguay,2019-11-19,1654.2
Jordan,2019-11-19,1606.8
Iraq,2019-11-19,1708.4
Uzbekistan,2019-11-19,1666.0
Qatar,2019-11-19,1779.8
Qatar,2019-11-26,1758.0
Iraq,2019-11-26,1730.2
Saudi Arabia,2019-11-27,1583.1
Iraq,2019-11-29,1745.4
Qatar,2019-11-29,1761.6
Saudi Arabia,2019-11-30,1609.0
Qatar,2019-12-02,1769.7
Iraq,2019-12-02,1733.4
Saudi Arabia,2019-12-02,1634.3
Iraq,2019-12-05,1729.0
Qatar,2019-12-05,1745.8
Saudi Arabia,2019-12-05,1658.2
Saudi Arabia,2019-12-08,1642.1
Japan,2019-12-10,1777.4
South Korea,2019-12-11,1779.9
Japan,2019-12-14,1784.6
South Korea,2019-12-15,1785.0
South Korea,2019-12-18,1795.8
Japan,2019-12-18,1773.8
Canada,2020-01-07,1693.5
Sweden,2020-01-09,1768.7
Canada,2020-01-10,1699.0
Sweden,2020-01-12,1772.8
Canada,2020-01-15,1686.4
United States,2020-02-01,1743.7
Germany,2020-09-03,1863.0
Spain,2020-09-03,1932.9
Switzerland,2020-09-03,1795.4
Turkey,2020-09-03,1666.9
Bosnia and Herzegovina,2020-09-04,1618.3
Netherlands,2020-09-04,1912.2
Norway,2020-09-04,1609.4
Austria,2020-09-04,1674.0
Scotland,2020-09-04,1544.8
Czech Republic,2020-09-04,1681.2
England,2020-09-05,1884.9
Belgium,2020-09-05,2025.5
Portugal,2020-09-05,1909.9
Croatia,2020-09-05,1810.7
Sweden,2020-09-05,1756.9
France,2020-09-05,1960.7
Spain,2020-09-06,1947.1
Switzerland,2020-09-06,1793.6
Germany,2020-09-06,1864.8
Turkey,2020-09-06,1673.0
Bosnia and Herzegovina,2020-09-07,1597.3
Netherlands,2020-09-07,1883.6
Norway,2020-09-07,1656.3
Austria,2020-09-07,1644.7
Czech Republic,2020-09-07,1649.4
Scotland,2020-09-07,1576.6
Belgium,2020-09-08,2029.3
England,2020-09-08,1884.3
France,2020-09-08,1972.2
Croatia,2020-09-08,1799.2
Sweden,2020-09-08,1731.4
Portugal,2020-09-08,1935.4
Cape Verde,2020-10-07,1506.6
Austria,2020-10-07,1649.8
Czech Republic,2020-10-07,1652.8
France,2020-10-07,1978.4
Germany,2020-10-07,1858.0
Turkey,2020-10-07,1679.9
Netherlands,2020-10-07,1871.2
Mexico,2020-10-07,1911.4
Portugal,2020-10-07,1932.9
Spain,2020-10-07,1949.6
Switzerland,2020-10-07,1780.9
Croatia,2020-10-07,1811.8
Belgium,2020-10-08,2020.7
Ivory Coast,2020-10-08,1686.8
England,2020-10-08,1890.3
Sweden,2020-10-08,1744.9
South Africa,2020-10-08,1594.2
Uzbekistan,2020-10-08,1656.9
Iran,2020-10-08,1804.8
Paraguay,2020-10-08,1655.8
Uruguay,2020-10-08,1884.5
Argentina,2020-10-08,1897.3
Ecuador,2020-10-08,1638.4
Bosnia and Herzegovina,2020-10-08,1589.4
Scotland,2020-10-08,1565.8
Norway,2020-10-08,1631.5
DR Congo,2020-10-09,1570.6
Japan,2020-10-09,1770.2
Ghana,2020-10-09,1705.0
Morocco,2020-10-09,1727.0
Senegal,2020-10-09,1812.8
Algeria,2020-10-09,1831.4
Tunisia,2020-10-09,1691.2
Colombia,2020-10-09,1934.3
Brazil,2020-10-09,1985.3
Spain,2020-10-10,1956.6
Switzerland,2020-10-10,1773.9
Germany,2020-10-10,1878.1
Cape Verde,2020-10-10,1497.3
Panama,2020-10-10,1566.0
Bosnia and Herzegovina,2020-10-11,1599.0
Netherlands,2020-10-11,1861.6
England,2020-10-11,1912.0
Belgium,2020-10-11,1998.9
Croatia,2020-10-11,1822.9
Sweden,2020-10-11,1733.8
France,2020-10-11,1970.4
Portugal,2020-10-11,1940.8
Norway,2020-10-11,1656.8
Austria,2020-10-11,1670.4
Scotland,2020-10-11,1582.0
Czech Republic,2020-10-11,1668.5
Turkey,2020-10-11,1688.6
South Africa,2020-10-11,1579.8
Ghana,2020-10-12,1726.0
Qatar,2020-10-12,1724.9
Uzbekistan,2020-10-12,1667.8
Germany,2020-10-13,1867.5
Switzerland,2020-10-13,1784.5
Spain,2020-10-13,1930.1
Panama,2020-10-13,1581.2
Japan,2020-10-13,1777.8
Ivory Coast,2020-10-13,1679.1
Mexico,2020-10-13,1909.2
Algeria,2020-10-13,1833.7
Morocco,2020-10-13,1720.7
DR Congo,2020-10-13,1576.9
Tunisia,2020-10-13,1692.5
Argentina,2020-10-13,1903.2
Ecuador,2020-10-13,1680.3
Uruguay,2020-10-13,1842.5
Paraguay,2020-10-13,1684.8
Brazil,2020-10-13,2006.5
Colombia,2020-10-13,1928.4
Netherlands,2020-10-14,1868.0
Bosnia and Herzegovina,2020-10-14,1584.6
Belgium,2020-10-14,2004.9
England,2020-10-14,1881.4
Portugal,2020-10-14,1951.0
Sweden,2020-10-14,1723.6
Croatia,2020-10-14,1805.6
France,2020-10-14,1987.7
Norway,2020-10-14,1665.7
Austria,2020-10-14,1691.5
Scotland,2020-10-14,1601.3
Czech Republic,2020-10-14,1649.3
Turkey,2020-10-14,1681.7
Belgium,2020-11-11,2007.7
Switzerland,2020-11-11,1781.7
Sweden,2020-11-11,1716.8
France,2020-11-11,1959.5
Germany,2020-11-11,1870.3
Czech Republic,2020-11-11,1646.5
Austria,2020-11-11,1698.4
Netherlands,2020-11-11,1866.9
Spain,2020-11-11,1931.2
Portugal,2020-11-11,1951.2
Turkey,2020-11-11,1682.4
Croatia,2020-11-11,1804.9
Senegal,2020-11-11,1816.2
Scotland,2020-11-12,1610.4
Bosnia and Herzegovina,2020-11-12,1574.5
Iran,2020-11-12,1814.8
England,2020-11-12,1884.9
Jordan,2020-11-12,1610.1
Iraq,2020-11-12,1725.6
Uzbekistan,2020-11-12,1656.8
United States,2020-11-12,1745.7
Ecuador,2020-11-12,1695.0
Argentina,2020-11-12,1888.7
Paraguay,2020-11-12,1699.2
Ghana,2020-11-12,1730.6
Cape Verde,2020-11-12,1487.4
Algeria,2020-11-12,1839.1
Ivory Coast,2020-11-12,1687.0
Qatar,2020-11-13,1722.8
Japan,2020-11-13,1782.7
Panama,2020-11-13,1576.3
Colombia,2020-11-13,1876.2
Uruguay,2020-11-13,1894.7
Brazil,2020-11-13,2009.9
South Africa,2020-11-13,1586.0
Morocco,2020-11-13,1728.4
Tunisia,2020-11-13,1696.7
Portugal,2020-11-14,1926.0
France,2020-11-14,1984.6
Sweden,2020-11-14,1736.1
Croatia,2020-11-14,1785.6
Germany,2020-11-14,1883.7
Switzerland,2020-11-14,1784.6
Spain,2020-11-14,1928.3
Mexico,2020-11-14,1916.0
South Korea,2020-11-14,1788.9
Saudi Arabia,2020-11-14,1657.2
DR Congo,2020-11-14,1566.3
Egypt,2020-11-14,1661.9
Netherlands,2020-11-15,1872.6
Bosnia and Herzegovina,2020-11-15,1568.9
Belgium,2020-11-15,2020.7
England,2020-11-15,1871.8
Austria,2020-11-15,1704.7
Norway,2020-11-15,1631.5
Scotland,2020-11-15,1594.1
Czech Republic,2020-11-15,1654.0
Turkey,2020-11-15,1698.6
Senegal,2020-11-15,1822.3
Jordan,2020-11-16,1621.1
United States,2020-11-16,1756.0
Panama,2020-11-16,1566.1
South Africa,2020-11-16,1591.8
Algeria,2020-11-16,1828.1
Croatia,2020-11-17,1767.9
Portugal,2020-11-17,1943.7
France,2020-11-17,1991.7
Sweden,2020-11-17,1729.0
Spain,2020-11-17,1954.1
Germany,2020-11-17,1857.9
Switzerland,2020-11-17,1805.9
Japan,2020-11-17,1773.2
Mexico,2020-11-17,1925.5
South Korea,2020-11-17,1797.0
Qatar,2020-11-17,1714.6
Saudi Arabia,2020-11-17,1645.0
Uzbekistan,2020-11-17,1648.7
Iraq,2020-11-17,1733.7
Ecuador,2020-11-17,1744.2
Colombia,2020-11-17,1827.0
Argentina,2020-11-17,1914.1
Paraguay,2020-11-17,1684.5
Uruguay,2020-11-17,1866.0
Brazil,2020-11-17,2038.6
Ghana,2020-11-17,1698.7
DR Congo,2020-11-17,1587.1
Morocco,2020-11-17,1738.5
Cape Verde,2020-11-17,1489.2
Egypt,2020-11-17,1680.5
Tunisia,2020-11-17,1687.1
Ivory Coast,2020-11-17,1683.6
Bosnia and Herzegovina,2020-11-18,1555.5
Netherlands,2020-11-18,1891.0
England,2020-11-18,1878.8
Belgium,2020-11-18,2031.0
Austria,2020-11-18,1695.4
Norway,2020-11-18,1640.7
Czech Republic,2020-11-18,1671.1
Scotland,2020-11-18,1573.6
Turkey,2020-11-18,1672.0
Qatar,2020-12-04,1717.6
United States,2020-12-09,1765.2
Iraq,2021-01-12,1731.8
Iraq,2021-01-27,1734.5
Panama,2021-01-28,1566.9
United States,2021-01-31,1768.7
Jordan,2021-02-01,1629.1
Jordan,2021-02-05,1614.1
Jordan,2021-02-15,1600.6
Uzbekistan,2021-02-15,1662.2
Jordan,2021-03-20,1601.4
Jordan,2021-03-24,1609.6
Qatar,2021-03-24,1719.4
Portugal,2021-03-24,1944.9
France,2021-03-24,1975.9
Bosnia and Herzegovina,2021-03-24,1564.8
Belgium,2021-03-24,2036.7
Czech Republic,2021-03-24,1680.3
Turkey,2021-03-24,1711.9
Netherlands,2021-03-24,1851.1
Norway,2021-03-24,1646.9
Croatia,2021-03-24,1741.1
Japan,2021-03-25,1786.9
South Korea,2021-03-25,1783.3
Saudi Arabia,2021-03-25,1649.0
United States,2021-03-25,1782.4
Canada,2021-03-25,1708.7
Curaçao,2021-03-25,1574.0
Panama,2021-03-25,1577.8
Haiti,2021-03-25,1664.2
Spain,2021-03-25,1936.2
Sweden,2021-03-25,1733.1
Switzerland,2021-03-25,1815.8
Scotland,2021-03-25,1574.8
Austria,2021-03-25,1694.2
England,2021-03-25,1879.0
Germany,2021-03-25,1864.6
South Africa,2021-03-25,1592.2
Ghana,2021-03-25,1698.3
DR Congo,2021-03-25,1554.2
Egypt,2021-03-25,1676.0
Algeria,2021-03-25,1817.8
Tunisia,2021-03-25,1714.7
Morocco,2021-03-26,1729.6
Cape Verde,2021-03-26,1526.2
Senegal,2021-03-26,1810.3
Ivory Coast,2021-03-26,1693.6
Bosnia and Herzegovina,2021-03-27,1564.2
Qatar,2021-03-27,1721.3
Mexico,2021-03-27,1913.0
Portugal,2021-03-27,1937.1
Czech Republic,2021-03-27,1692.8
Belgium,2021-03-27,2024.2
Netherlands,2021-03-27,1852.0
Norway,2021-03-27,1618.3
Turkey,2021-03-27,1740.4
Croatia,2021-03-27,1742.6
United States,2021-03-28,1787.5
Curaçao,2021-03-28,1585.0
Panama,2021-03-28,1584.9
Spain,2021-03-28,1940.1
Sweden,2021-03-28,1751.6
Switzerland,2021-03-28,1816.9
France,2021-03-28,1977.8
Austria,2021-03-28,1696.5
Scotland,2021-03-28,1575.9
England,2021-03-28,1888.5
Germany,2021-03-28,1876.6
Ghana,2021-03-28,1700.9
South Africa,2021-03-28,1558.6
Tunisia,2021-03-28,1719.4
Ecuador,2021-03-29,1746.4
Uzbekistan,2021-03-29,1651.4
Iraq,2021-03-29,1745.3
Canada,2021-03-29,1719.9
DR Congo,2021-03-29,1564.6
Egypt,2021-03-29,1685.1
Algeria,2021-03-29,1821.7
Jordan,2021-03-30,1624.3
Mexico,2021-03-30,1916.5
Iran,2021-03-30,1820.2
Qatar,2021-03-30,1716.3
Portugal,2021-03-30,1940.5
Czech Republic,2021-03-30,1681.1
Belgium,2021-03-30,2025.9
Netherlands,2021-03-30,1854.3
Norway,2021-03-30,1635.7
Turkey,2021-03-30,1721.4
Croatia,2021-03-30,1744.3
Saudi Arabia,2021-03-30,1667.5
Japan,2021-03-30,1790.4
Morocco,2021-03-30,1733.4
Cape Verde,2021-03-30,1546.0
Senegal,2021-03-30,1791.2
Ivory Coast,2021-03-30,1701.7
Sweden,2021-03-31,1752.4
Switzerland,2021-03-31,1820.1
Spain,2021-03-31,1941.9
Bosnia and Herzegovina,2021-03-31,1558.5
France,2021-03-31,1983.4
Scotland,2021-03-31,1581.4
Austria,2021-03-31,1664.9
England,2021-03-31,1895.8
Germany,2021-03-31,1839.0
Iraq,2021-05-24,1737.3
Jordan,2021-05-24,1608.4
Turkey,2021-05-27,1722.5
Japan,2021-05-28,1795.0
Iraq,2021-05-29,1738.8
Mexico,2021-05-29,1918.5
Sweden,2021-05-29,1758.9
Switzerland,2021-05-30,1826.5
United States,2021-05-30,1781.2
Jordan,2021-05-31,1608.3
Turkey,2021-05-31,1715.9
Croatia,2021-06-01,1737.0
Bosnia and Herzegovina,2021-06-02,1553.2
England,2021-06-02,1898.4
Austria,2021-06-02,1662.3
France,2021-06-02,1988.1
Germany,2021-06-02,1840.3
Netherlands,2021-06-02,1847.8
Scotland,2021-06-02,1588.0
Norway,2021-06-02,1638.9
Algeria,2021-06-03,1824.6
Belgium,2021-06-03,2016.7
Switzerland,2021-06-03,1826.8
Turkey,2021-06-03,1717.1
Mexico,2021-06-03,1905.3
United States,2021-06-03,1789.4
Iran,2021-06-03,1823.3
Uruguay,2021-06-03,1852.6
Paraguay,2021-06-03,1697.9
Argentina,2021-06-03,1901.0
Colombia,2021-06-03,1860.3
Australia,2021-06-03,1784.8
Qatar,2021-06-03,1720.3
Czech Republic,2021-06-04,1676.3
Spain,2021-06-04,1939.0
Portugal,2021-06-04,1943.4
Brazil,2021-06-04,2044.3
Ecuador,2021-06-04,1740.7
Ivory Coast,2021-06-05,1707.5
Senegal,2021-06-05,1795.5
Sweden,2021-06-05,1762.8
Tunisia,2021-06-05,1723.1
DR Congo,2021-06-05,1560.8
Saudi Arabia,2021-06-05,1674.2
South Korea,2021-06-05,1790.5
Canada,2021-06-05,1727.6
Curaçao,2021-06-05,1590.3
Panama,2021-06-05,1588.7
Haiti,2021-06-05,1678.0
Algeria,2021-06-06,1828.0
Austria,2021-06-06,1657.2
Belgium,2021-06-06,2018.7
Croatia,2021-06-06,1734.9
Bosnia and Herzegovina,2021-06-06,1550.9
England,2021-06-06,1900.0
Scotland,2021-06-06,1594.0
Netherlands,2021-06-06,1849.9
Norway,2021-06-06,1627.1
United States,2021-06-06,1810.3
Mexico,2021-06-06,1884.3
Germany,2021-06-07,1841.1
Jordan,2021-06-07,1619.1
Australia,2021-06-07,1788.0
Iraq,2021-06-07,1742.2
Uzbekistan,2021-06-07,1663.8
Japan,2021-06-07,1800.7
Iran,2021-06-07,1854.5
Qatar,2021-06-07,1730.5
Czech Republic,2021-06-08,1681.1
France,2021-06-08,1988.8
Morocco,2021-06-08,1739.8
Ghana,2021-06-08,1694.6
Senegal,2021-06-08,1799.0
Cape Verde,2021-06-08,1542.5
Spain,2021-06-08,1939.4
Canada,2021-06-08,1751.5
Curaçao,2021-06-08,1586.7
Panama,2021-06-08,1603.9
Haiti,2021-06-08,1683.2
Ecuador,2021-06-08,1711.9
Colombia,2021-06-08,1856.9
Argentina,2021-06-08,1904.3
Uruguay,2021-06-08,1847.8
Paraguay,2021-06-08,1686.2
Brazil,2021-06-08,2056.0
Portugal,2021-06-09,1945.2
United States,2021-06-09,1817.3
South Korea,2021-06-09,1791.6
South Africa,2021-06-10,1565.7
Australia,2021-06-11,1792.0
Jordan,2021-06-11,1616.9
Iran,2021-06-11,1857.1
Iraq,2021-06-11,1747.2
Uzbekistan,2021-06-11,1670.1
Japan,2021-06-11,1808.5
DR Congo,2021-06-11,1563.2
Tunisia,2021-06-11,1708.3
Algeria,2021-06-11,1842.8
Turkey,2021-06-11,1703.8
Saudi Arabia,2021-06-11,1679.6
Haiti,2021-06-12,1661.4
Canada,2021-06-12,1773.3
Panama,2021-06-12,1617.4
Curaçao,2021-06-12,1573.2
Ghana,2021-06-12,1692.1
Ivory Coast,2021-06-12,1709.9
Mexico,2021-06-12,1878.3
Morocco,2021-06-12,1744.6
Switzerland,2021-06-12,1828.2
Belgium,2021-06-12,2035.3
South Korea,2021-06-13,1795.6
Austria,2021-06-13,1682.4
Netherlands,2021-06-13,1859.8
England,2021-06-13,1908.9
Croatia,2021-06-13,1726.0
Brazil,2021-06-13,2061.1
Colombia,2021-06-13,1872.0
Ecuador,2021-06-13,1696.8
Scotland,2021-06-14,1555.1
Czech Republic,2021-06-14,1720.0
Spain,2021-06-14,1922.9
Sweden,2021-06-14,1779.3
Argentina,2021-06-14,1893.3
Paraguay,2021-06-14,1708.4
Australia,2021-06-15,1802.7
Jordan,2021-06-15,1606.2
Iran,2021-06-15,1866.3
Iraq,2021-06-15,1738.0
Saudi Arabia,2021-06-15,1703.9
Uzbekistan,2021-06-15,1645.8
Japan,2021-06-15,1815.1
Canada,2021-06-15,1797.4
Haiti,2021-06-15,1637.3
Curaçao,2021-06-15,1570.0
Panama,2021-06-15,1620.6
Tunisia,2021-06-15,1713.9
Portugal,2021-06-15,1967.9
Germany,2021-06-15,1819.5
France,2021-06-15,2010.4
Turkey,2021-06-16,1670.6
Switzerland,2021-06-16,1807.3
Belgium,2021-06-17,2053.5
Netherlands,2021-06-17,1872.4
Austria,2021-06-17,1669.7
Colombia,2021-06-17,1858.8
Brazil,2021-06-17,2067.4
Algeria,2021-06-17,1844.8
Croatia,2021-06-18,1725.6
Czech Republic,2021-06-18,1720.5
England,2021-06-18,1887.3
Scotland,2021-06-18,1576.7
Sweden,2021-06-18,1792.7
Argentina,2021-06-18,1915.0
Uruguay,2021-06-18,1826.1
Spain,2021-06-19,1903.9
France,2021-06-19,1994.1
Germany,2021-06-19,1862.2
Portugal,2021-06-19,1925.2
Switzerland,2021-06-20,1830.7
Turkey,2021-06-20,1647.2
Ecuador,2021-06-20,1695.6
Colombia,2021-06-20,1823.1
Belgium,2021-06-21,2059.6
Netherlands,2021-06-21,1877.8
Austria,2021-06-21,1697.6
Uruguay,2021-06-21,1821.4
Argentina,2021-06-21,1926.7
Paraguay,2021-06-21,1696.7
Scotland,2021-06-22,1544.5
Croatia,2021-06-22,1757.8
England,2021-06-22,1896.2
Czech Republic,2021-06-22,1711.6
Spain,2021-06-23,1912.4
Sweden,2021-06-23,1810.9
Germany,2021-06-23,1844.5
Portugal,2021-06-23,1930.1
France,2021-06-23,1989.2
Ecuador,2021-06-23,1698.4
Brazil,2021-06-23,2073.5
Colombia,2021-06-23,1817.0
Uruguay,2021-06-24,1831.8
Paraguay,2021-06-24,1741.5
Austria,2021-06-26,1688.5
Netherlands,2021-06-27,1823.7
Czech Republic,2021-06-27,1765.8
Belgium,2021-06-27,2075.7
Portugal,2021-06-27,1914.0
Brazil,2021-06-27,2051.5
Ecuador,2021-06-27,1720.4
Croatia,2021-06-28,1736.0
Spain,2021-06-28,1934.2
France,2021-06-28,1978.6
Switzerland,2021-06-28,1841.4
Argentina,2021-06-28,1933.4
Uruguay,2021-06-28,1850.4
Paraguay,2021-06-28,1722.9
England,2021-06-29,1918.3
Germany,2021-06-29,1822.4
Sweden,2021-06-29,1777.1
Mexico,2021-06-30,1884.7
Panama,2021-06-30,1614.1
Switzerland,2021-07-02,1847.9
Spain,2021-07-02,1927.7
Belgium,2021-07-02,2043.2
Paraguay,2021-07-02,1725.1
Brazil,2021-07-02,2055.4
Haiti,2021-07-02,1651.5
Czech Republic,2021-07-03,1748.4
England,2021-07-03,1940.6
Mexico,2021-07-03,1895.1
Uruguay,2021-07-03,1848.0
Colombia,2021-07-03,1819.4
Argentina,2021-07-03,1953.2
Ecuador,2021-07-03,1700.5
Qatar,2021-07-04,1739.1
Brazil,2021-07-05,2059.8
Argentina,2021-07-06,1944.0
Colombia,2021-07-06,1828.6
Spain,2021-07-06,1932.9
Haiti,2021-07-06,1674.5
South Africa,2021-07-06,1571.0
England,2021-07-07,1955.5
Senegal,2021-07-07,1773.2
South Africa,2021-07-08,1574.3
Colombia,2021-07-09,1847.8
Senegal,2021-07-09,1776.6
Brazil,2021-07-10,2021.0
Argentina,2021-07-10,1982.8
Mexico,2021-07-10,1875.8
England,2021-07-11,1951.2
Canada,2021-07-11,1816.4
United States,2021-07-11,1827.2
Haiti,2021-07-11,1664.6
South Africa,2021-07-13,1581.7
Senegal,2021-07-13,1781.3
Qatar,2021-07-13,1730.5
Panama,2021-07-13,1622.7
South Africa,2021-07-14,1576.3
Senegal,2021-07-14,1785.1
Mexico,2021-07-14,1891.2
Haiti,2021-07-15,1638.8
Canada,2021-07-15,1842.2
United States,2021-07-15,1837.7
Senegal,2021-07-16,1772.1
South Africa,2021-07-16,1587.8
Qatar,2021-07-17,1741.8
Panama,2021-07-17,1600.7
South Africa,2021-07-18,1591.4
Senegal,2021-07-18,1768.6
Mexico,2021-07-18,1905.3
Haiti,2021-07-18,1657.2
United States,2021-07-18,1856.0
Canada,2021-07-18,1823.9
Panama,2021-07-20,1616.7
Qatar,2021-07-20,1773.4
Mexico,2021-07-24,1922.1
Qatar,2021-07-24,1794.2
Canada,2021-07-25,1850.0
United States,2021-07-25,1864.9
Mexico,2021-07-29,1942.0
Canada,2021-07-29,1830.1
United States,2021-07-29,1878.6
Qatar,2021-07-29,1780.6
United States,2021-08-01,1900.9
Mexico,2021-08-01,1919.6
Haiti,2021-09-01,1644.0
Qatar,2021-09-01,1758.0
Switzerland,2021-09-01,1850.2
Cape Verde,2021-09-01,1534.7
Egypt,2021-09-01,1690.9
Senegal,2021-09-01,1772.5
Portugal,2021-09-01,1916.5
France,2021-09-01,1960.4
Bosnia and Herzegovina,2021-09-01,1569.1
Scotland,2021-09-01,1539.9
Austria,2021-09-01,1693.4
Norway,2021-09-01,1632.6
Netherlands,2021-09-01,1818.2
Turkey,2021-09-01,1633.1
Croatia,2021-09-01,1736.9
Algeria,2021-09-02,1846.4
Morocco,2021-09-02,1751.5
DR Congo,2021-09-02,1551.8
South Korea,2021-09-02,1787.1
Iraq,2021-09-02,1746.5
Iran,2021-09-02,1870.9
Japan,2021-09-02,1782.1
Australia,2021-09-02,1824.2
Saudi Arabia,2021-09-02,1719.0
Sweden,2021-09-02,1800.2
Spain,2021-09-02,1909.7
Czech Republic,2021-09-02,1751.4
Belgium,2021-09-02,2045.4
England,2021-09-02,1971.1
Germany,2021-09-02,1823.2
Colombia,2021-09-02,1835.1
Ecuador,2021-09-02,1724.1
Paraguay,2021-09-02,1701.5
Uruguay,2021-09-02,1846.8
Argentina,2021-09-02,1995.9
Brazil,2021-09-02,2030.4
Canada,2021-09-02,1816.4
United States,2021-09-02,1895.0
Panama,2021-09-02,1615.1
Mexico,2021-09-02,1924.6
Tunisia,2021-09-03,1722.0
Ivory Coast,2021-09-03,1700.9
South Africa,2021-09-03,1590.8
Ghana,2021-09-03,1697.5
Bosnia and Herzegovina,2021-09-04,1573.9
Haiti,2021-09-04,1657.3
Jordan,2021-09-04,1592.8
Qatar,2021-09-04,1749.4
Portugal,2021-09-04,1925.1
France,2021-09-04,1950.8
Scotland,2021-09-04,1542.3
Austria,2021-09-04,1653.2
Norway,2021-09-04,1642.5
Turkey,2021-09-04,1638.6
Netherlands,2021-09-04,1823.2
Croatia,2021-09-04,1754.0
Sweden,2021-09-05,1804.0
Uzbekistan,2021-09-05,1642.0
Egypt,2021-09-05,1685.4
Spain,2021-09-05,1912.4
Switzerland,2021-09-05,1851.9
Belgium,2021-09-05,2051.9
Czech Republic,2021-09-05,1744.8
England,2021-09-05,1971.3
Germany,2021-09-05,1831.1
Ecuador,2021-09-05,1717.6
Paraguay,2021-09-05,1703.4
Colombia,2021-09-05,1833.1
Uruguay,2021-09-05,1851.1
Mexico,2021-09-05,1937.2
Panama,2021-09-05,1665.3
United States,2021-09-05,1885.5
Canada,2021-09-05,1825.9
Ivory Coast,2021-09-06,1712.5
South Africa,2021-09-06,1611.2
Ghana,2021-09-06,1677.1
DR Congo,2021-09-06,1557.6
Jordan,2021-09-07,1608.0
Qatar,2021-09-07,1742.4
Algeria,2021-09-07,1836.0
Tunisia,2021-09-07,1748.3
Cape Verde,2021-09-07,1519.2
Senegal,2021-09-07,1786.8
South Korea,2021-09-07,1791.5
Iraq,2021-09-07,1723.5
Iran,2021-09-07,1893.9
Japan,2021-09-07,1794.3
Australia,2021-09-07,1837.2
Saudi Arabia,2021-09-07,1742.3
Portugal,2021-09-07,1928.8
Bosnia and Herzegovina,2021-09-07,1558.1
France,2021-09-07,1955.7
Austria,2021-09-07,1622.4
Scotland,2021-09-07,1573.1
Netherlands,2021-09-07,1836.2
Turkey,2021-09-07,1625.6
Norway,2021-09-07,1644.4
Croatia,2021-09-07,1763.8
Czech Republic,2021-09-08,1740.6
Spain,2021-09-08,1919.8
Sweden,2021-09-08,1777.5
Switzerland,2021-09-08,1840.1
Belgium,2021-09-08,2052.9
England,2021-09-08,1961.7
Germany,2021-09-08,1847.3
Panama,2021-09-08,1674.5
Mexico,2021-09-08,1928.1
Canada,2021-09-08,1840.3
United States,2021-09-08,1908.4
Colombia,2021-09-09,1846.4
Paraguay,2021-09-09,1714.5
Uruguay,2021-09-09,1859.4
Ecuador,2021-09-09,1709.3
Argentina,2021-09-09,1998.0
Brazil,2021-09-09,2036.1
Egypt,2021-09-30,1689.4
Morocco,2021-10-06,1761.6
Curaçao,2021-10-06,1561.3
Jordan,2021-10-06,1615.5
Spain,2021-10-06,1948.4
Iraq,2021-10-07,1713.0
South Korea,2021-10-07,1798.1
Iran,2021-10-07,1905.3
Saudi Arabia,2021-10-07,1759.6
Japan,2021-10-07,1777.1
Australia,2021-10-07,1852.7
United States,2021-10-07,1914.7
Panama,2021-10-07,1659.3
Mexico,2021-10-07,1918.2
Canada,2021-10-07,1850.2
Tunisia,2021-10-07,1756.1
Cape Verde,2021-10-07,1535.6
DR Congo,2021-10-07,1571.2
Ecuador,2021-10-07,1719.1
Brazil,2021-10-07,2044.8
Paraguay,2021-10-07,1724.2
Argentina,2021-10-07,1988.4
Uruguay,2021-10-07,1853.1
Colombia,2021-10-07,1852.7
Belgium,2021-10-07,2027.4
France,2021-10-07,1981.1
Czech Republic,2021-10-08,1733.9
Netherlands,2021-10-08,1838.6
Turkey,2021-10-08,1621.0
Norway,2021-10-08,1649.0
Croatia,2021-10-08,1769.6
Germany,2021-10-08,1852.2
Algeria,2021-10-08,1838.9
Ivory Coast,2021-10-08,1725.2
Egypt,2021-10-08,1695.2
Sweden,2021-10-09,1783.4
Switzerland,2021-10-09,1845.2
Bosnia and Herzegovina,2021-10-09,1576.4
Scotland,2021-10-09,1587.6
Austria,2021-10-09,1631.6
England,2021-10-09,1962.4
South Africa,2021-10-09,1638.4
Ghana,2021-10-09,1685.7
Senegal,2021-10-09,1794.6
Curaçao,2021-10-09,1551.6
New Zealand,2021-10-09,1584.2
Portugal,2021-10-09,1934.5
Qatar,2021-10-09,1736.8
Uzbekistan,2021-10-09,1651.7
Morocco,2021-10-09,1769.5
Canada,2021-10-10,1843.5
Panama,2021-10-10,1687.6
United States,2021-10-10,1886.3
Mexico,2021-10-10,1925.1
Tunisia,2021-10-10,1746.6
